userName,score,at,content,Label,text_clean,text_StopWord,text_tokens,text_steamindo
Sofiyan Hardi,2,2023-06-15 12:39:18,"Tolong lebih cepat dan serius dalam melayani customer,,, Saya punya kendala ga bisa akses karena kartu lama ga aktif,, Jawaban dari gojek dari siang same sekarang begitu2 aja,,,ga membantu",Negatif,tolong lebih cepat dan serius dalam melayani customer saya punya kendala ga bisa akses karena kartu lama ga aktif jawaban dari gojek dari siang same sekarang begitu ajaga membantu,tolong cepat serius melayani customer kendala ga akses kartu ga aktif gojek siang same ajaga membantu,"['tolong', 'cepat', 'serius', 'melayani', 'customer', 'kendala', 'ga', 'akses', 'kartu', 'ga', 'aktif', 'gojek', 'siang', 'same', 'ajaga', 'membantu']",tolong cepat serius layan customer kendala ga akses kartu ga aktif gojek siang same ajaga bantu
Parmita Sari,5,2023-06-15 11:22:19,"Transaksi mudah, top upnya juga gampang. Tambahin lagi ya promo atau diskonnya.",Positif,transaksi mudah top upnya juga gampang tambahin lagi ya promo atau diskonnya,transaksi mudah top upnya gampang tambahin ya promo diskonnya,"['transaksi', 'mudah', 'top', 'upnya', 'gampang', 'tambahin', 'ya', 'promo', 'diskonnya']",transaksi mudah top upnya gampang tambahin ya promo diskon
Caramel Aldlita,4,2023-06-15 05:31:43,"kenapa gopay aku gabisa dipake??? gabisa dibuat transaksi. mau ditarik juga rekening aku malah gabisa muncul. jadi aku kurangi dulu bintangnya. maaf, yaa. semoga ke depan bisa diperbaiki.",Positif,kenapa gopay aku gabisa dipake gabisa dibuat transaksi mau ditarik juga rekening aku malah gabisa muncul jadi aku kurangi dulu bintangnya maaf yaa semoga ke depan bisa diperbaiki,gopay gabisa dipake gabisa transaksi ditarik rekening gabisa muncul kurangi bintangnya maaf yaa semoga diperbaiki,"['gopay', 'gabisa', 'dipake', 'gabisa', 'transaksi', 'ditarik', 'rekening', 'gabisa', 'muncul', 'kurangi', 'bintangnya', 'maaf', 'yaa', 'semoga', 'diperbaiki']",gopay gabisa dipake gabisa transaksi tarik rekening gabisa muncul kurang bintang maaf yaa moga baik
APRIDO ANGGARA,1,2023-06-15 02:30:10,"aplikasi ga jelas, gua udah punya akun gojek pas mau login lagi pake email gua malah ga bisa, perbaiki dulu nih aplikasi!!!!",Negatif,aplikasi ga jelas gua udah punya akun gojek pas mau login lagi pake email gua malah ga bisa perbaiki dulu nih aplikasi,aplikasi ga gua udah akun gojek pas login pake email gua ga perbaiki nih aplikasi,"['aplikasi', 'ga', 'gua', 'udah', 'akun', 'gojek', 'pas', 'login', 'pake', 'email', 'gua', 'ga', 'perbaiki', 'nih', 'aplikasi']",aplikasi ga gua udah akun gojek pas login pake email gua ga baik nih aplikasi
ORi ChaneL,1,2023-06-14 12:55:11,kasih pilihan untuk login!! mau pke link atau kode verifikasi angka. kalo pke link nomor yg terdaftar digojek ada diperangkat lain malah ga bisa login. gimana mau maju kalo mau login aja dibikin sulit.,Negatif,kasih pilihan untuk login mau pke link atau kode verifikasi angka kalo pke link nomor yg terdaftar digojek ada diperangkat lain malah ga bisa login gimana mau maju kalo mau login aja dibikin sulit,kasih pilihan login pke link kode verifikasi angka kalo pke link nomor yg terdaftar digojek diperangkat ga login gimana maju kalo login aja dibikin sulit,"['kasih', 'pilihan', 'login', 'pke', 'link', 'kode', 'verifikasi', 'angka', 'kalo', 'pke', 'link', 'nomor', 'yg', 'terdaftar', 'digojek', 'diperangkat', 'ga', 'login', 'gimana', 'maju', 'kalo', 'login', 'aja', 'dibikin', 'sulit']",kasih pilih login pke link kode verifikasi angka kalo pke link nomor yg daftar gojek perangkat ga login gimana maju kalo login aja bikin sulit
Steven Gerrard,5,2023-06-14 12:23:21,Saya suka pesan gofood..tpi ada tambahan utk biaya aplikasinya...sehingga harganya lumayan mahal..mhn utk dihilangkan utk biaya aplikasinya..tks,Positif,saya suka pesan gofoodtpi ada tambahan utk biaya aplikasinyasehingga harganya lumayan mahalmhn utk dihilangkan utk biaya aplikasinyatks,suka pesan gofoodtpi tambahan utk biaya aplikasinyasehingga harganya lumayan mahalmhn utk dihilangkan utk biaya aplikasinyatks,"['suka', 'pesan', 'gofoodtpi', 'tambahan', 'utk', 'biaya', 'aplikasinyasehingga', 'harganya', 'lumayan', 'mahalmhn', 'utk', 'dihilangkan', 'utk', 'biaya', 'aplikasinyatks']",suka pesan gofoodtpi tambah utk biaya aplikasinyasehingga harga lumayan mahalmhn utk hilang utk biaya aplikasinyatks
Rara Sinuraya,1,2023-06-14 12:07:57,"Aplikasi terburukkk yng pernah ada! Pelayanan,dan sikap² drivernya! Sama² tidak layakkk! Pantes semua pada ke grab.",Negatif,aplikasi terburukkk yng pernah ada pelayanandan sikap drivernya sama tidak layakkk pantes semua pada ke grab,aplikasi terburukkk yng pelayanandan sikap drivernya layakkk pantes grab,"['aplikasi', 'terburukkk', 'yng', 'pelayanandan', 'sikap', 'drivernya', 'layakkk', 'pantes', 'grab']",aplikasi terburukkk yng pelayanandan sikap drivernya layakkk pantes grab
Rindy Andika,2,2023-06-14 09:35:08,"Kecewa bgt sama sistem maps nya,masa sesuain titik lokasi saya, tp di driver lokasi maps dia ke lokasi rmh orang lain. Tolong dong betulin sistem mapsnya,di update. Saya jg ga bisa bener2 masukin lokasi rumah saya persis, ditambah kalau driver telepon ga nongol notif teleponnya,gimana mau angkat tlp dr driver coba, sumpah aku kecewa bgt......",Negatif,kecewa bgt sama sistem maps nyamasa sesuain titik lokasi saya tp di driver lokasi maps dia ke lokasi rmh orang lain tolong dong betulin sistem mapsnyadi update saya jg ga bisa bener masukin lokasi rumah saya persis ditambah kalau driver telepon ga nongol notif teleponnyagimana mau angkat tlp dr driver coba sumpah aku kecewa bgt,kecewa bgt sistem maps nyamasa sesuain titik lokasi tp driver lokasi maps lokasi rmh orang tolong betulin sistem mapsnyadi update jg ga bener masukin lokasi rumah persis ditambah driver telepon ga nongol notif teleponnyagimana angkat tlp dr driver coba sumpah kecewa bgt,"['kecewa', 'bgt', 'sistem', 'maps', 'nyamasa', 'sesuain', 'titik', 'lokasi', 'tp', 'driver', 'lokasi', 'maps', 'lokasi', 'rmh', 'orang', 'tolong', 'betulin', 'sistem', 'mapsnyadi', 'update', 'jg', 'ga', 'bener', 'masukin', 'lokasi', 'rumah', 'persis', 'ditambah', 'driver', 'telepon', 'ga', 'nongol', 'notif', 'teleponnyagimana', 'angkat', 'tlp', 'dr', 'driver', 'coba', 'sumpah', 'kecewa', 'bgt']",kecewa bgt sistem maps nyamasa sesuain titik lokasi tp driver lokasi maps lokasi rmh orang tolong betulin sistem mapsnyadi update jg ga bener masukin lokasi rumah persis tambah driver telepon ga nongol notif teleponnyagimana angkat tlp dr driver coba sumpah kecewa bgt
Willy WT,1,2023-06-14 05:51:40,"Aplikasi penipu, sebelum beli langganan ada promo, sekali beli langganan promo lenyap semua, mana ga bisa refund lagi, semoga cepat bangkrut makan duit hasil nipu",Negatif,aplikasi penipu sebelum beli langganan ada promo sekali beli langganan promo lenyap semua mana ga bisa refund lagi semoga cepat bangkrut makan duit hasil nipu,aplikasi penipu beli langganan promo beli langganan promo lenyap ga refund semoga cepat bangkrut makan duit hasil nipu,"['aplikasi', 'penipu', 'beli', 'langganan', 'promo', 'beli', 'langganan', 'promo', 'lenyap', 'ga', 'refund', 'semoga', 'cepat', 'bangkrut', 'makan', 'duit', 'hasil', 'nipu']",aplikasi tipu beli langgan promo beli langgan promo lenyap ga refund moga cepat bangkrut makan duit hasil nipu
Isti Fardhani,5,2023-06-14 05:34:34,"upgrade k versi baru tp malah g bisa order, d aplikasi tertulis gangguan layanan google padahal server saya baik2 j bhkn bs sy gunakan spt biasa tp kenapa gojek ny error. malah untuk order ojol sebelah bisa kok, knp gojek malah g bisa sih",Positif,upgrade k versi baru tp malah g bisa order d aplikasi tertulis gangguan layanan google padahal server saya baik j bhkn bs sy gunakan spt biasa tp kenapa gojek ny error malah untuk order ojol sebelah bisa kok knp gojek malah g bisa sih,upgrade k versi tp g order d aplikasi tertulis gangguan layanan google server j bhkn bs sy spt tp gojek ny error order ojol sebelah knp gojek g sih,"['upgrade', 'k', 'versi', 'tp', 'g', 'order', 'd', 'aplikasi', 'tertulis', 'gangguan', 'layanan', 'google', 'server', 'j', 'bhkn', 'bs', 'sy', 'spt', 'tp', 'gojek', 'ny', 'error', 'order', 'ojol', 'sebelah', 'knp', 'gojek', 'g', 'sih']",upgrade k versi tp g order d aplikasi tulis ganggu layan google server j bhkn bs sy spt tp gojek ny error order ojol belah knp gojek g sih
Aghza,1,2023-06-14 03:13:29,"Ga jelas banget mau bayar,,ga bisa pin udah di ganti berkali² tetep ga bisa coba download ulang malah ga bisa + WiFi lancar tapi di bilang ga ada internet",Negatif,ga jelas banget mau bayarga bisa pin udah di ganti berkali tetep ga bisa coba download ulang malah ga bisa  wifi lancar tapi di bilang ga ada internet,ga banget bayarga pin udah ganti berkali tetep ga coba download ulang ga wifi lancar bilang ga internet,"['ga', 'banget', 'bayarga', 'pin', 'udah', 'ganti', 'berkali', 'tetep', 'ga', 'coba', 'download', 'ulang', 'ga', 'wifi', 'lancar', 'bilang', 'ga', 'internet']",ga banget bayarga pin udah ganti kali tetep ga coba download ulang ga wifi lancar bilang ga internet
zulkarnaen dicky,2,2023-06-13 11:59:18,"-Mau transfer ke bank lain dengan sumber dana GoPay, susah (upgrade ke Gojek plus gagal terus dan prosesnya berasa mau ngajuin pinjol). -Pesan GoRide dan GoCar susah pakai GoPay, giliran pakai asuransi/ bayar cash baru bisa. -Saat dapat Driver, jarak mereka Jauh2 auto cancel sama driver ataupun aplikasi Pointnya sudah tidak menyenangkan lagi dan dipakai cuma buat jajan (dengan QRis). Terimakasih",Negatif,mau transfer ke bank lain dengan sumber dana gopay susah upgrade ke gojek plus gagal terus dan prosesnya berasa mau ngajuin pinjol pesan goride dan gocar susah pakai gopay giliran pakai asuransi bayar cash baru bisa saat dapat driver jarak mereka jauh auto cancel sama driver ataupun aplikasi pointnya sudah tidak menyenangkan lagi dan dipakai cuma buat jajan dengan qris terimakasih,transfer bank sumber dana gopay susah upgrade gojek plus gagal prosesnya berasa ngajuin pinjol pesan goride gocar susah pakai gopay giliran pakai asuransi bayar cash driver jarak auto cancel driver aplikasi pointnya menyenangkan dipakai jajan qris terimakasih,"['transfer', 'bank', 'sumber', 'dana', 'gopay', 'susah', 'upgrade', 'gojek', 'plus', 'gagal', 'prosesnya', 'berasa', 'ngajuin', 'pinjol', 'pesan', 'goride', 'gocar', 'susah', 'pakai', 'gopay', 'giliran', 'pakai', 'asuransi', 'bayar', 'cash', 'driver', 'jarak', 'auto', 'cancel', 'driver', 'aplikasi', 'pointnya', 'menyenangkan', 'dipakai', 'jajan', 'qris', 'terimakasih']",transfer bank sumber dana gopay susah upgrade gojek plus gagal proses asa ngajuin pinjol pesan goride gocar susah pakai gopay gilir pakai asuransi bayar cash driver jarak auto cancel driver aplikasi point senang pakai jajan qris terimakasih
Gede Risky Raditya 1,5,2023-06-13 11:10:54,"aplikasi yang sangat bagus, sangat memudahkan untuk memesan layanan ojek motor, taksi online, dan makanan, terima kasih banyak semoga kedepannya layanannya semakin ditingkatkan untuk kenyamanan customer dan mitra nya 🙏🏻👍🏻",Positif,aplikasi yang sangat bagus sangat memudahkan untuk memesan layanan ojek motor taksi online dan makanan terima kasih banyak semoga kedepannya layanannya semakin ditingkatkan untuk kenyamanan customer dan mitra nya ,aplikasi bagus memudahkan memesan layanan ojek motor taksi online makanan terima kasih semoga kedepannya layanannya ditingkatkan kenyamanan customer mitra nya,"['aplikasi', 'bagus', 'memudahkan', 'memesan', 'layanan', 'ojek', 'motor', 'taksi', 'online', 'makanan', 'terima', 'kasih', 'semoga', 'kedepannya', 'layanannya', 'ditingkatkan', 'kenyamanan', 'customer', 'mitra', 'nya']",aplikasi bagus mudah mes layan ojek motor taksi online makan terima kasih moga depan layan tingkat nyaman customer mitra nya
Catbiyen,1,2023-06-12 10:17:54,"Lama g di pakai karena lagi di luar kota pas login malah paylater nya g bisa di pakai, sepertinya aplikasi orange lebih banyak promo food nya.",Negatif,lama g di pakai karena lagi di luar kota pas login malah paylater nya g bisa di pakai sepertinya aplikasi orange lebih banyak promo food nya,g pakai kota pas login paylater nya g pakai aplikasi orange promo food nya,"['g', 'pakai', 'kota', 'pas', 'login', 'paylater', 'nya', 'g', 'pakai', 'aplikasi', 'orange', 'promo', 'food', 'nya']",g pakai kota pas login paylater nya g pakai aplikasi orange promo food nya
Moh Dwi Cahyono,4,2023-06-12 08:09:15,Kenapa paket gofood plus gk bisa dibeli??apakah ngebug?? Padahal saldo sudah cukup untuk beli paketnya.,Positif,kenapa paket gofood plus gk bisa dibeliapakah ngebug padahal saldo sudah cukup untuk beli paketnya,paket gofood plus gk dibeliapakah ngebug saldo beli paketnya,"['paket', 'gofood', 'plus', 'gk', 'dibeliapakah', 'ngebug', 'saldo', 'beli', 'paketnya']",paket gofood plus gk dibeliapakah ngebug saldo beli paket
Veronika Wahyuni,1,2023-06-12 07:05:29,"Bayar gotransit sialan eror terus, saldo habis kepotong tapi tiket gak masuk..kami ketahan di stasiun satu jam lebih, kondisi bawa bayi sama jompo..server padat merayap lah, bukan mempermudah tapi malah mempersulit..!!!",Negatif,bayar gotransit sialan eror terus saldo habis kepotong tapi tiket gak masukkami ketahan di stasiun satu jam lebih kondisi bawa bayi sama jomposerver padat merayap lah bukan mempermudah tapi malah mempersulit,bayar gotransit sialan eror saldo habis kepotong tiket gak masukkami ketahan stasiun jam kondisi bawa bayi jomposerver padat merayap mempermudah mempersulit,"['bayar', 'gotransit', 'sialan', 'eror', 'saldo', 'habis', 'kepotong', 'tiket', 'gak', 'masukkami', 'ketahan', 'stasiun', 'jam', 'kondisi', 'bawa', 'bayi', 'jomposerver', 'padat', 'merayap', 'mempermudah', 'mempersulit']",bayar gotransit sial eror saldo habis potong tiket gak masukkami tahan stasiun jam kondisi bawa bayi jomposerver padat rayap mudah sulit
Michael Putra,1,2023-06-12 06:49:10,Sangat mengecewakan ini apk kenapa sih tiba tiba bermasalah orang mau pesen goride malah gabisa kan kntl mana mau jalan kaki cuaca panas ini coba di perbaiki secepatnya,Negatif,sangat mengecewakan ini apk kenapa sih tiba tiba bermasalah orang mau pesen goride malah gabisa kan kntl mana mau jalan kaki cuaca panas ini coba di perbaiki secepatnya,mengecewakan apk sih bermasalah orang pesen goride gabisa kntl jalan kaki cuaca panas coba perbaiki secepatnya,"['mengecewakan', 'apk', 'sih', 'bermasalah', 'orang', 'pesen', 'goride', 'gabisa', 'kntl', 'jalan', 'kaki', 'cuaca', 'panas', 'coba', 'perbaiki', 'secepatnya']",kecewa apk sih masalah orang sen goride gabisa kntl jalan kaki cuaca panas coba baik cepat
Kia -!!,2,2023-06-12 06:46:20,"Tiba tiba saya tidak bisa melakukan pembayaran,katanya sih sistemnya error,tapi mohon untuk diperbaiki,takutnya ada darurat tapi tidak bisa digunakan gojeknya.",Negatif,tiba tiba saya tidak bisa melakukan pembayarankatanya sih sistemnya errortapi mohon untuk diperbaikitakutnya ada darurat tapi tidak bisa digunakan gojeknya,pembayarankatanya sih sistemnya errortapi mohon diperbaikitakutnya darurat gojeknya,"['pembayarankatanya', 'sih', 'sistemnya', 'errortapi', 'mohon', 'diperbaikitakutnya', 'darurat', 'gojeknya']",pembayarankatanya sih sistem errortapi mohon diperbaikitakutnya darurat gojek
mubdi chaerun,1,2023-06-12 06:38:15,Sangat sangat buruk di update bukannya makin bagus malah makin hancur mau pesen makan pake metode pembayaran gopay tapi tidak ada payah sangat payah jaringan stabill tapi begitu payah bet,Negatif,sangat sangat buruk di update bukannya makin bagus malah makin hancur mau pesen makan pake metode pembayaran gopay tapi tidak ada payah sangat payah jaringan stabill tapi begitu payah bet,buruk update bagus hancur pesen makan pake metode pembayaran gopay payah payah jaringan stabill payah bet,"['buruk', 'update', 'bagus', 'hancur', 'pesen', 'makan', 'pake', 'metode', 'pembayaran', 'gopay', 'payah', 'payah', 'jaringan', 'stabill', 'payah', 'bet']",buruk update bagus hancur sen makan pake metode bayar gopay payah payah jaring stabill payah bet
royhan akbar romadandi,5,2023-06-12 06:18:04,"bagus aplikasi nya, kekurangan nya itu tadi saya ga bisa pake gopay bayarnya , padahal masih ada isinya, dan tolong min segera perbaiki sistem nya",Positif,bagus aplikasi nya kekurangan nya itu tadi saya ga bisa pake gopay bayarnya  padahal masih ada isinya dan tolong min segera perbaiki sistem nya,bagus aplikasi nya kekurangan nya ga pake gopay bayarnya isinya tolong min perbaiki sistem nya,"['bagus', 'aplikasi', 'nya', 'kekurangan', 'nya', 'ga', 'pake', 'gopay', 'bayarnya', 'isinya', 'tolong', 'min', 'perbaiki', 'sistem', 'nya']",bagus aplikasi nya kurang nya ga pake gopay bayar isi tolong min baik sistem nya
diyosi dwi,2,2023-06-12 05:54:15,"Saya barusan order go-food, terus pakai promo separo harga, pembayaran via gopay. Pas udah mau diorder ada trouble di servernya, otomatis orderanku batal. Tapi saldo gopay tetep kepotong. Pas komplain katanya saldo gak sesuai. Gak ngerti lagi aku😌",Negatif,saya barusan order gofood terus pakai promo separo harga pembayaran via gopay pas udah mau diorder ada trouble di servernya otomatis orderanku batal tapi saldo gopay tetep kepotong pas komplain katanya saldo gak sesuai gak ngerti lagi aku,barusan order gofood pakai promo separo harga pembayaran via gopay pas udah diorder trouble servernya otomatis orderanku batal saldo gopay tetep kepotong pas komplain saldo gak sesuai gak ngerti,"['barusan', 'order', 'gofood', 'pakai', 'promo', 'separo', 'harga', 'pembayaran', 'via', 'gopay', 'pas', 'udah', 'diorder', 'trouble', 'servernya', 'otomatis', 'orderanku', 'batal', 'saldo', 'gopay', 'tetep', 'kepotong', 'pas', 'komplain', 'saldo', 'gak', 'sesuai', 'gak', 'ngerti']",barusan order gofood pakai promo paro harga bayar via gopay pas udah order trouble servernya otomatis order batal saldo gopay tetep potong pas komplain saldo gak sesuai gak ngerti
A Rachman ERA STAR,1,2023-06-12 04:30:04,"Jujur sebenernya males bikin ulasan disini, tapi ini udah jadi unek2 yang perlu dikeluarkan. Gue topup gopay sejak tgl 8 kemarin sampai detik ini belum juga masuk padahal di rekening udah status berhasil. Kirim laporan sampai detik ini belum direspond, sampai kapan gue harus nunggu duit gue yang kaga masuk di gopay? Bukan masalah nominalnya, tapi kinerja gojek itu yang perlu diperbaiki agar hal seperti ini tidak terjadi berulang.",Negatif,jujur sebenernya males bikin ulasan disini tapi ini udah jadi unek yang perlu dikeluarkan gue topup gopay sejak tgl  kemarin sampai detik ini belum juga masuk padahal di rekening udah status berhasil kirim laporan sampai detik ini belum direspond sampai kapan gue harus nunggu duit gue yang kaga masuk di gopay bukan masalah nominalnya tapi kinerja gojek itu yang perlu diperbaiki agar hal seperti ini tidak terjadi berulang,jujur sebenernya males bikin ulasan udah unek dikeluarkan gue topup gopay tgl kemarin detik masuk rekening udah status berhasil kirim laporan detik direspond gue nunggu duit gue kaga masuk gopay nominalnya kinerja gojek diperbaiki berulang,"['jujur', 'sebenernya', 'males', 'bikin', 'ulasan', 'udah', 'unek', 'dikeluarkan', 'gue', 'topup', 'gopay', 'tgl', 'kemarin', 'detik', 'masuk', 'rekening', 'udah', 'status', 'berhasil', 'kirim', 'laporan', 'detik', 'direspond', 'gue', 'nunggu', 'duit', 'gue', 'kaga', 'masuk', 'gopay', 'nominalnya', 'kinerja', 'gojek', 'diperbaiki', 'berulang']",jujur sebenernya males bikin ulas udah unek keluar gue topup gopay tgl kemarin detik masuk rekening udah status hasil kirim lapor detik direspond gue nunggu duit gue kaga masuk gopay nominal kerja gojek baik ulang
Z99 Grup,1,2023-06-12 02:52:32,"Nomor telepon saya hilang dan saya akan menggunakan nomor tlp baru tapi saya tidak bisa daftar karena email saya sudah terdaftar , hal seperti ini sangat menyulitkan saya yang kehilangan ponsel saya , saya sangat kecewa",Negatif,nomor telepon saya hilang dan saya akan menggunakan nomor tlp baru tapi saya tidak bisa daftar karena email saya sudah terdaftar  hal seperti ini sangat menyulitkan saya yang kehilangan ponsel saya  saya sangat kecewa,nomor telepon hilang nomor tlp daftar email terdaftar menyulitkan kehilangan ponsel kecewa,"['nomor', 'telepon', 'hilang', 'nomor', 'tlp', 'daftar', 'email', 'terdaftar', 'menyulitkan', 'kehilangan', 'ponsel', 'kecewa']",nomor telepon hilang nomor tlp daftar email daftar sulit hilang ponsel kecewa
Galuh Sari,2,2023-06-11 21:33:20,"Saat ingin mesan tiket di Gotix, tiba-tiba kota tujuan (Banjarmasin) tidak ada di pencarian. Padahal sebelumnya ada. Ada apa dengan mu aplikasi Gojek??? Tolong dong perbaiki aplikasi nya.",Negatif,saat ingin mesan tiket di gotix tibatiba kota tujuan banjarmasin tidak ada di pencarian padahal sebelumnya ada ada apa dengan mu aplikasi gojek tolong dong perbaiki aplikasi nya,mesan tiket gotix tibatiba kota tujuan banjarmasin pencarian mu aplikasi gojek tolong perbaiki aplikasi nya,"['mesan', 'tiket', 'gotix', 'tibatiba', 'kota', 'tujuan', 'banjarmasin', 'pencarian', 'mu', 'aplikasi', 'gojek', 'tolong', 'perbaiki', 'aplikasi', 'nya']",mesan tiket gotix tibatiba kota tuju banjarmasin cari mu aplikasi gojek tolong baik aplikasi nya
Triyuni Pratiwi,5,2023-06-11 16:48:16,Appnya ditingkatkan lagi dong semenjak ada kasus pembunuhan driver malah kalau pesen sering di tolak terus Tingkatkan kayak verivikasi akun yang sering pesan dan bukan akun viktif kayak akun terpercaya gitu semenjak pakai app gpjek gak pernah cancel lo,Positif,appnya ditingkatkan lagi dong semenjak ada kasus pembunuhan driver malah kalau pesen sering di tolak terus tingkatkan kayak verivikasi akun yang sering pesan dan bukan akun viktif kayak akun terpercaya gitu semenjak pakai app gpjek gak pernah cancel lo,appnya ditingkatkan semenjak pembunuhan driver pesen tolak tingkatkan kayak verivikasi akun pesan akun viktif kayak akun terpercaya gitu semenjak pakai app gpjek gak cancel lo,"['appnya', 'ditingkatkan', 'semenjak', 'pembunuhan', 'driver', 'pesen', 'tolak', 'tingkatkan', 'kayak', 'verivikasi', 'akun', 'pesan', 'akun', 'viktif', 'kayak', 'akun', 'terpercaya', 'gitu', 'semenjak', 'pakai', 'app', 'gpjek', 'gak', 'cancel', 'lo']",appnya tingkat semenjak bunuh driver sen tolak tingkat kayak verivikasi akun pesan akun viktif kayak akun percaya gitu semenjak pakai app gpjek gak cancel lo
Singel Fighter,1,2023-06-11 13:41:56,"Saya kecewa dengan gofood,karna adanya promo untuk ongkir seperti tidak berguna ! Potongan ongkir 10 ribu,tapi biaya layanan sampai 7 ribu,itu sama saja hanya dapat potongan ongkir 3 ribu.padahal untuk dapat potongan ongkir saja sudah pakai syarat minimal belajan.kalau bisa di buat diskon tanpa syarat minimal belanja.kan sudah ada biaya layanan!",Negatif,saya kecewa dengan gofoodkarna adanya promo untuk ongkir seperti tidak berguna  potongan ongkir  ributapi biaya layanan sampai  ribuitu sama saja hanya dapat potongan ongkir  ribupadahal untuk dapat potongan ongkir saja sudah pakai syarat minimal belajankalau bisa di buat diskon tanpa syarat minimal belanjakan sudah ada biaya layanan,kecewa gofoodkarna promo ongkir berguna potongan ongkir ributapi biaya layanan ribuitu potongan ongkir ribupadahal potongan ongkir pakai syarat minimal belajankalau diskon syarat minimal belanjakan biaya layanan,"['kecewa', 'gofoodkarna', 'promo', 'ongkir', 'berguna', 'potongan', 'ongkir', 'ributapi', 'biaya', 'layanan', 'ribuitu', 'potongan', 'ongkir', 'ribupadahal', 'potongan', 'ongkir', 'pakai', 'syarat', 'minimal', 'belajankalau', 'diskon', 'syarat', 'minimal', 'belanjakan', 'biaya', 'layanan']",kecewa gofoodkarna promo ongkir guna potong ongkir ributapi biaya layan ribuitu potong ongkir ribupadahal potong ongkir pakai syarat minimal belajankalau diskon syarat minimal belanja biaya layan
Yanty Nurdin,5,2023-06-11 07:39:01,Praktis kalau mau order go food dan yg lain juga gosend.gojek dll.hny sekarang bayar aplikasi digofood disaat order makanan dlu tdk ada skrng ada jd sdh berat diongkir tambah biaya aplikasi hmmm jd mikir kalau mau order di gofood..saran kalau bisa tdk ada biaya aplikasi dong....jd tdk berat jg saat order.,Positif,praktis kalau mau order go food dan yg lain juga gosendgojek dllhny sekarang bayar aplikasi digofood disaat order makanan dlu tdk ada skrng ada jd sdh berat diongkir tambah biaya aplikasi hmmm jd mikir kalau mau order di gofoodsaran kalau bisa tdk ada biaya aplikasi dongjd tdk berat jg saat order,praktis order go food yg gosendgojek dllhny bayar aplikasi digofood disaat order makanan dlu tdk skrng jd sdh berat diongkir biaya aplikasi hmmm jd mikir order gofoodsaran tdk biaya aplikasi dongjd tdk berat jg order,"['praktis', 'order', 'go', 'food', 'yg', 'gosendgojek', 'dllhny', 'bayar', 'aplikasi', 'digofood', 'disaat', 'order', 'makanan', 'dlu', 'tdk', 'skrng', 'jd', 'sdh', 'berat', 'diongkir', 'biaya', 'aplikasi', 'hmmm', 'jd', 'mikir', 'order', 'gofoodsaran', 'tdk', 'biaya', 'aplikasi', 'dongjd', 'tdk', 'berat', 'jg', 'order']",praktis order go food yg gosendgojek dllhny bayar aplikasi digofood saat order makan dlu tdk skrng jd sdh berat diongkir biaya aplikasi hmmm jd mikir order gofoodsaran tdk biaya aplikasi dongjd tdk berat jg order
Juwelier Zalukhu,1,2023-06-10 20:51:56,"Sangat buruk Transfer uang ke rekening bank proses nya sangat lama, malah di suruh tunggu sampai 2 atau 3 hari kerja, respon cs nya pun sangat lambat. Intinya apk ini tidak bisa di andalkan dalam keadaan mendesak, dan tidak bisa di pakai untuk transaksi dan penyimpanan uang. Kualitas buruk",Negatif,sangat buruk transfer uang ke rekening bank proses nya sangat lama malah di suruh tunggu sampai  atau  hari kerja respon cs nya pun sangat lambat intinya apk ini tidak bisa di andalkan dalam keadaan mendesak dan tidak bisa di pakai untuk transaksi dan penyimpanan uang kualitas buruk,buruk transfer uang rekening bank proses nya suruh tunggu kerja respon cs nya lambat intinya apk andalkan mendesak pakai transaksi penyimpanan uang kualitas buruk,"['buruk', 'transfer', 'uang', 'rekening', 'bank', 'proses', 'nya', 'suruh', 'tunggu', 'kerja', 'respon', 'cs', 'nya', 'lambat', 'intinya', 'apk', 'andalkan', 'mendesak', 'pakai', 'transaksi', 'penyimpanan', 'uang', 'kualitas', 'buruk']",buruk transfer uang rekening bank proses nya suruh tunggu kerja respon cs nya lambat inti apk andal desak pakai transaksi simpan uang kualitas buruk
yolanda lismawati,4,2023-06-10 15:47:44,"Aplikasi Gojek memudahkan saya untuk order, namun sering terjadi map titik jemput tidak sesuai dgn alamat titik jemput yg diketik penumpang.",Positif,aplikasi gojek memudahkan saya untuk order namun sering terjadi map titik jemput tidak sesuai dgn alamat titik jemput yg diketik penumpang,aplikasi gojek memudahkan order map titik jemput sesuai dgn alamat titik jemput yg diketik penumpang,"['aplikasi', 'gojek', 'memudahkan', 'order', 'map', 'titik', 'jemput', 'sesuai', 'dgn', 'alamat', 'titik', 'jemput', 'yg', 'diketik', 'penumpang']",aplikasi gojek mudah order map titik jemput sesuai dgn alamat titik jemput yg ketik tumpang
